order_id,user_id,restaurant_id,timestamp,amount,rating,items_count
FO005712,U0436,R0016,2026-02-11T19:41:00,184.0,4,4
FO005713,U0438,R0093,2026-03-17T13:36:00,296.0,0,5
FO005714,U0268,R0026,2026-03-20T21:09:00,302.0,4,5
FO005715,U0235,R0118,2025-10-23T11:55:00,176.0,5,4
FO005716,U0226,R0178,2026-01-26T12:24:00,136.0,3,5
FO005717,U0319,R0000,2026-03-01T20:09:00,407.0,3,2
FO005718,U0350,R0106,2026-02-24T23:16:00,799.0,0,3
FO005719,U0397,R0122,2026-01-08T20:34:00,508.0,5,5
FO005720,U0213,R0020,2026-01-09T11:44:00,746.0,5,4
FO005721,U0412,R0117,2026-01-07T21:20:00,466.0,0,5
FO005722,U0149,R0048,2025-10-21T21:40:00,323.0,5,1
FO005723,U0463,R0177,2026-01-23T09:40:00,652.0,5,3
FO005724,U0099,R0169,2025-10-17T19:01:00,359.0,5,4
FO005725,U0153,R0015,2025-11-05T17:59:00,335.0,3,5
FO005726,U0390,R0113,2026-01-17T13:36:00,710.0,0,2
FO005727,U0212,R0132,2025-10-24T19:33:00,269.0,5,2
FO005728,U0055,R0133,2026-03-27T13:37:00,743.0,0,2
FO005729,U0377,R0060,2025-12-06T21:11:00,241.0,5,3
FO005730,U0354,R0132,2025-10-15T13:18:00,343.0,5,4
FO005731,U0039,R0026,2026-01-07T22:17:00,640.0,3,1
FO005732,U0466,R0072,2026-03-02T19:12:00,194.0,5,1
FO005733,U0078,R0052,2025-10-26T21:57:00,770.0,0,5
FO005734,U0380,R0019,2025-10-12T08:49:00,542.0,4,4
FO005735,U0118,R0075,2025-12-10T13:43:00,391.0,0,4
FO005736,U0496,R0053,2025-12-02T20:17:00,152.0,4,2
FO005737,U0303,R0140,2026-03-19T09:51:00,220.0,0,1
FO005738,U0184,R0184,2025-10-23T21:46:00,259.0,3,1
FO005739,U0243,R0033,2026-03-16T19:59:00,455.0,0,3
FO005740,U0373,R0190,2026-03-18T13:10:00,372.0,5,2
FO005741,U0420,R0184,2025-12-02T21:30:00,208.0,0,3
FO005742,U0018,R0081,2026-01-01T15:02:00,635.0,0,1
FO005743,U0115,R0156,2025-10-05T13:41:00,472.0,4,2
FO005744,U0242,R0093,2026-03-12T13:03:00,455.0,0,3
FO005745,U0214,R0143,2026-03-20T13:23:00,765.0,4,2
FO005746,U0260,R0094,2026-03-01T20:49:00,208.0,3,2
FO005747,U0313,R0144,2026-01-21T19:37:00,492.0,0,3
FO005748,U0366,R0092,2026-02-03T14:52:00,704.0,0,5
FO005749,U0001,R0117,2026-03-09T12:25:00,541.0,0,5
FO005750,U0344,R0073,2025-10-03T19:56:00,736.0,0,1
FO005751,U0232,R0080,2025-10-04T21:53:00,374.0,5,3
FO005752,U0264,R0152,2026-03-06T21:02:00,552.0,3,5
FO005753,U0477,R0101,2026-03-01T21:45:00,599.0,0,2
FO005754,U0086,R0074,2025-11-16T12:01:00,143.0,0,1
FO005755,U0293,R0026,2025-10-10T23:53:00,692.0,5,2
FO005756,U0195,R0194,2025-12-01T11:48:00,570.0,5,1
FO005757,U0432,R0077,2025-11-07T12:35:00,379.0,0,2
FO005758,U0110,R0040,2026-02-19T11:17:00,101.0,5,2
FO005759,U0325,R0073,2025-12-24T12:16:00,617.0,0,2
FO005760,U0147,R0061,2025-10-06T21:08:00,642.0,0,1
FO005761,U0013,R0024,2025-11-18T20:38:00,220.0,5,2
FO005762,U0135,R0169,2025-11-30T21:37:00,685.0,4,1
FO005763,U0365,R0059,2025-12-25T12:38:00,326.0,4,1
FO005764,U0325,R0124,2026-01-14T13:57:00,616.0,4,3
FO005765,U0208,R0188,2026-02-02T17:03:00,730.0,4,5
FO005766,U0444,R0116,2026-01-26T13:13:00,363.0,3,1
FO005767,U0282,R0048,2025-10-01T11:38:00,138.0,0,2
FO005768,U0192,R0014,2025-11-02T12:58:00,185.0,3,4
FO005769,U0240,R0185,2025-11-11T19:47:00,753.0,5,2
FO005770,U0219,R0047,2026-02-28T13:51:00,519.0,4,5
FO005771,U0240,R0181,2026-01-24T14:34:00,608.0,0,3
FO005772,U0099,R0128,2025-11-09T19:10:00,516.0,0,2
FO005773,U0082,R0135,2025-11-27T21:50:00,158.0,4,3
FO005774,U0090,R0184,2025-11-11T20:01:00,369.0,4,1
FO005775,U0394,R0148,2025-12-14T09:56:00,603.0,0,3
FO005776,U0153,R0019,2025-11-13T12:11:00,513.0,0,3
FO005777,U0415,R0094,2026-01-08T11:33:00,566.0,5,5
FO005778,U0112,R0147,2025-11-28T19:02:00,296.0,0,5
FO005779,U0354,R0048,2025-11-20T19:17:00,179.0,0,3
FO005780,U0283,R0186,2025-11-29T20:28:00,456.0,4,3
FO005781,U0403,R0159,2025-10-21T08:21:00,270.0,0,5
FO005782,U0327,R0190,2025-12-08T19:23:00,499.0,0,5
FO005783,U0358,R0047,2025-12-28T23:08:00,257.0,5,2
FO005784,U0007,R0001,2026-02-01T19:55:00,722.0,4,4
FO005785,U0308,R0077,2026-02-06T20:43:00,419.0,4,3
FO005786,U0086,R0190,2026-03-08T20:15:00,618.0,5,4
FO005787,U0445,R0092,2025-10-11T19:36:00,195.0,5,2
FO005788,U0234,R0169,2025-10-01T18:52:00,191.0,5,3
FO005789,U0411,R0162,2026-03-21T11:50:00,177.0,5,1
FO005790,U0456,R0192,2026-01-03T19:11:00,557.0,0,2
FO005791,U0216,R0168,2026-01-13T21:32:00,118.0,5,5
FO005792,U0423,R0067,2025-10-13T20:19:00,439.0,0,2
FO005793,U0217,R0068,2025-11-13T18:48:00,239.0,5,2
FO005794,U0012,R0110,2025-12-21T21:46:00,257.0,4,1
FO005795,U0151,R0056,2025-12-16T14:30:00,150.0,0,3
FO005796,U0097,R0030,2025-10-12T13:43:00,690.0,4,5
FO005797,U0126,R0166,2025-10-08T21:23:00,269.0,0,2
FO005798,U0083,R0093,2025-11-11T20:17:00,511.0,3,4
FO005799,U0281,R0118,2025-10-16T21:40:00,568.0,3,3
FO005800,U0083,R0129,2026-01-14T12:02:00,427.0,5,1
FO005801,U0235,R0134,2025-10-21T10:46:00,126.0,0,3
FO005802,U0429,R0074,2026-02-12T19:25:00,524.0,3,2
FO005803,U0053,R0028,2026-02-08T21:37:00,557.0,0,3
FO005804,U0131,R0149,2025-10-18T09:28:00,219.0,0,1
FO005805,U0374,R0075,2026-02-23T11:18:00,498.0,0,1
FO005806,U0365,R0106,2025-12-14T13:05:00,191.0,0,4
FO005807,U0020,R0171,2025-12-10T12:04:00,120.0,3,3
FO005808,U0402,R0002,2025-11-25T21:33:00,459.0,4,3
FO005809,U0019,R0099,2026-01-15T19:28:00,777.0,3,1
FO005810,U0136,R0029,2025-12-07T13:59:00,150.0,4,1
FO005811,U0290,R0089,2025-10-31T12:59:00,420.0,0,2
FO005812,U0033,R0087,2025-11-28T11:06:00,775.0,0,1
FO005813,U0040,R0181,2026-01-20T21:30:00,692.0,3,2
FO005814,U0384,R0094,2026-03-07T11:02:00,375.0,5,4
FO005815,U0493,R0083,2025-10-03T21:55:00,449.0,3,3
FO005816,U0110,R0031,2026-03-28T12:31:00,728.0,0,2
FO005817,U0003,R0112,2025-11-07T11:34:00,554.0,3,3
FO005818,U0416,R0185,2025-11-15T11:35:00,462.0,5,1
FO005819,U0378,R0156,2026-01-18T12:20:00,636.0,0,2
FO005820,U0208,R0009,2025-10-26T20:47:00,558.0,4,2
FO005821,U0400,R0019,2026-03-01T16:49:00,141.0,5,5
FO005822,U0312,R0174,2026-02-07T21:55:00,537.0,5,1
FO005823,U0405,R0150,2025-11-04T21:11:00,461.0,4,3
FO005824,U0375,R0019,2025-12-25T16:39:00,205.0,3,3
FO005825,U0325,R0049,2025-12-16T09:09:00,384.0,3,2
FO005826,U0245,R0062,2026-02-14T21:40:00,517.0,4,4
FO005827,U0457,R0071,2026-02-18T11:02:00,334.0,5,2
FO005828,U0289,R0163,2025-11-04T19:09:00,673.0,0,1
FO005829,U0376,R0109,2026-02-04T20:33:00,264.0,4,4
FO005830,U0234,R0129,2025-10-18T11:32:00,584.0,0,3
FO005831,U0491,R0013,2026-02-06T12:40:00,351.0,5,2
FO005832,U0097,R0190,2025-10-25T22:36:00,225.0,4,2
FO005833,U0343,R0063,2026-01-19T21:24:00,550.0,0,1
FO005834,U0228,R0038,2026-02-28T18:46:00,182.0,0,4
FO005835,U0329,R0102,2025-10-15T21:37:00,396.0,0,1
FO005836,U0435,R0005,2026-02-19T21:15:00,537.0,5,5
FO005837,U0092,R0168,2026-03-17T19:25:00,729.0,0,4
FO005838,U0010,R0198,2026-02-13T12:13:00,671.0,4,3
FO005839,U0022,R0100,2026-01-09T23:27:00,106.0,5,3
FO005840,U0181,R0005,2026-02-12T21:02:00,338.0,0,5
FO005841,U0027,R0140,2025-11-25T21:39:00,231.0,0,5
FO005842,U0389,R0129,2025-10-10T13:57:00,402.0,3,3
FO005843,U0409,R0019,2026-02-27T13:49:00,147.0,0,3
FO005844,U0108,R0106,2025-10-17T13:00:00,589.0,4,5
FO005845,U0312,R0010,2026-01-21T20:07:00,634.0,4,1
FO005846,U0379,R0079,2026-03-06T14:26:00,445.0,3,5
FO005847,U0007,R0060,2025-11-04T10:28:00,410.0,4,1
FO005848,U0498,R0030,2026-01-31T13:23:00,116.0,5,1
FO005849,U0142,R0048,2026-02-04T12:47:00,712.0,3,4
FO005850,U0181,R0165,2026-03-20T13:39:00,326.0,5,5
FO005851,U0126,R0143,2026-01-09T12:37:00,141.0,4,4
FO005852,U0149,R0142,2026-01-18T13:56:00,377.0,3,2
FO005853,U0395,R0083,2025-10-20T15:16:00,563.0,4,3
FO005854,U0103,R0153,2025-11-04T20:06:00,220.0,4,5
FO005855,U0022,R0195,2025-10-07T20:05:00,699.0,0,1
FO005856,U0127,R0162,2025-11-06T08:32:00,207.0,0,3
FO005857,U0464,R0024,2026-01-12T21:39:00,117.0,4,3
FO005858,U0250,R0180,2026-02-11T13:07:00,721.0,4,1
FO005859,U0288,R0004,2026-02-05T16:19:00,286.0,4,1
FO005860,U0143,R0057,2026-03-01T21:45:00,724.0,4,1
FO005861,U0222,R0165,2025-11-06T12:29:00,583.0,4,2
FO005862,U0220,R0026,2025-10-05T21:50:00,700.0,0,2
FO005863,U0370,R0097,2025-10-05T13:33:00,555.0,5,4
FO005864,U0182,R0184,2025-12-24T11:45:00,471.0,3,4
FO005865,U0276,R0129,2026-01-11T14:54:00,234.0,4,4
FO005866,U0140,R0090,2025-11-18T10:34:00,130.0,0,5
FO005867,U0150,R0142,2026-01-21T21:19:00,313.0,0,2
FO005868,U0342,R0173,2026-01-21T20:49:00,551.0,0,5
FO005869,U0496,R0015,2026-02-09T13:14:00,645.0,4,5
FO005870,U0156,R0113,2026-01-09T11:33:00,601.0,5,3
FO005871,U0092,R0181,2026-02-24T12:18:00,753.0,0,4
FO005872,U0275,R0087,2025-11-10T17:25:00,607.0,5,1
FO005873,U0162,R0017,2025-11-10T19:31:00,382.0,0,5
FO005874,U0476,R0155,2026-01-13T11:24:00,762.0,4,3
FO005875,U0258,R0159,2026-01-23T12:45:00,317.0,5,3
FO005876,U0433,R0107,2026-01-01T20:13:00,490.0,3,3
FO005877,U0359,R0163,2025-10-11T13:46:00,306.0,3,1
FO005878,U0352,R0059,2026-02-25T12:33:00,719.0,0,3
FO005879,U0193,R0099,2026-03-04T11:16:00,306.0,4,4
FO005880,U0022,R0035,2026-03-04T18:14:00,228.0,4,2
FO005881,U0443,R0019,2025-12-28T12:01:00,436.0,4,5
FO005882,U0408,R0026,2026-03-08T13:45:00,469.0,4,5
FO005883,U0217,R0005,2025-10-20T20:45:00,636.0,5,2
FO005884,U0466,R0061,2025-12-10T10:11:00,524.0,0,5
FO005885,U0330,R0190,2025-12-04T11:32:00,246.0,5,4
FO005886,U0286,R0133,2025-10-28T19:48:00,734.0,3,2
FO005887,U0452,R0089,2025-10-07T13:14:00,468.0,0,1
FO005888,U0420,R0051,2026-03-02T21:03:00,555.0,5,1
FO005889,U0226,R0130,2026-01-18T13:21:00,100.0,5,3
FO005890,U0097,R0191,2025-12-21T21:40:00,725.0,4,1
FO005891,U0333,R0056,2026-01-09T14:13:00,798.0,0,3
FO005892,U0092,R0064,2026-01-29T13:48:00,680.0,5,4
FO005893,U0376,R0057,2025-11-08T19:26:00,596.0,5,3
FO005894,U0260,R0196,2026-03-26T21:16:00,557.0,4,3
FO005895,U0279,R0087,2025-10-20T12:44:00,415.0,3,4
FO005896,U0242,R0051,2025-10-16T10:16:00,709.0,4,1
FO005897,U0040,R0126,2026-03-21T11:38:00,364.0,0,1
FO005898,U0031,R0186,2026-02-28T19:43:00,458.0,0,3
FO005899,U0474,R0153,2026-03-17T12:28:00,464.0,5,5
FO005900,U0242,R0122,2026-01-31T13:00:00,194.0,3,4
FO005901,U0390,R0031,2025-12-12T12:28:00,291.0,0,2
FO005902,U0272,R0165,2025-11-11T13:51:00,669.0,5,4
FO005903,U0493,R0087,2025-11-16T21:24:00,435.0,4,2
FO005904,U0232,R0094,2025-12-04T13:00:00,264.0,3,5
FO005905,U0324,R0130,2026-02-24T19:23:00,534.0,3,2
FO005906,U0204,R0168,2025-12-16T12:11:00,580.0,5,5
FO005907,U0134,R0112,2025-10-09T13:31:00,706.0,3,5
FO005908,U0448,R0181,2026-03-28T21:49:00,596.0,0,1
FO005909,U0483,R0143,2026-03-17T21:55:00,525.0,5,4
FO005910,U0031,R0069,2025-12-01T13:57:00,606.0,5,5
FO005911,U0230,R0016,2025-12-30T15:17:00,556.0,5,3
FO005912,U0115,R0006,2025-11-03T22:57:00,602.0,4,3
FO005913,U0159,R0069,2025-11-15T09:09:00,531.0,5,3
FO005914,U0419,R0137,2025-10-02T19:32:00,468.0,5,5
FO005915,U0364,R0142,2026-03-12T20:45:00,416.0,0,3
FO005916,U0480,R0168,2025-11-14T13:28:00,664.0,0,1
FO005917,U0179,R0114,2026-02-18T19:50:00,760.0,0,3
FO005918,U0455,R0104,2025-11-01T20:10:00,145.0,4,2
FO005919,U0193,R0121,2025-10-22T20:46:00,447.0,0,3
FO005920,U0010,R0178,2026-03-13T10:36:00,584.0,0,4
FO005921,U0217,R0106,2025-10-31T13:47:00,572.0,4,5
FO005922,U0370,R0139,2026-02-11T21:30:00,716.0,4,2
FO005923,U0479,R0188,2025-10-20T12:19:00,425.0,5,2
FO005924,U0064,R0065,2026-02-04T20:27:00,408.0,5,4
FO005925,U0052,R0100,2026-01-22T13:33:00,566.0,3,4
FO005926,U0312,R0036,2025-12-25T13:44:00,221.0,3,2
FO005927,U0305,R0128,2025-10-15T08:50:00,534.0,3,1
FO005928,U0114,R0198,2026-01-22T13:17:00,190.0,3,4
FO005929,U0426,R0193,2025-10-25T19:56:00,320.0,0,2
FO005930,U0485,R0016,2026-02-20T20:21:00,159.0,0,5
FO005931,U0495,R0000,2026-01-24T21:29:00,431.0,4,5
FO005932,U0101,R0029,2025-11-23T19:57:00,705.0,3,2
FO005933,U0283,R0050,2025-11-19T13:10:00,344.0,0,2
FO005934,U0492,R0092,2025-12-02T21:47:00,607.0,0,1
FO005935,U0016,R0025,2025-11-11T13:44:00,382.0,3,5
FO005936,U0035,R0074,2026-02-26T20:22:00,694.0,5,4
FO005937,U0241,R0010,2025-11-29T19:00:00,352.0,4,2
FO005938,U0189,R0141,2025-11-20T11:57:00,286.0,0,3
FO005939,U0156,R0094,2026-01-08T14:50:00,377.0,4,5
FO005940,U0261,R0131,2026-03-25T15:27:00,450.0,0,4
FO005941,U0323,R0076,2026-03-21T13:57:00,506.0,0,1
FO005942,U0338,R0103,2025-11-19T21:55:00,414.0,0,5
FO005943,U0071,R0162,2025-10-07T21:50:00,116.0,0,5
FO005944,U0150,R0037,2026-03-07T12:48:00,153.0,4,2
FO005945,U0136,R0114,2025-12-07T18:03:00,402.0,5,4
FO005946,U0277,R0043,2025-10-16T21:13:00,452.0,0,1
FO005947,U0048,R0035,2025-10-05T12:46:00,514.0,4,2
FO005948,U0300,R0193,2026-03-02T09:06:00,358.0,0,3
FO005949,U0318,R0089,2025-12-16T19:05:00,404.0,5,1
FO005950,U0370,R0160,2026-01-08T12:02:00,317.0,5,1
FO005951,U0003,R0083,2026-03-24T16:55:00,394.0,0,1
FO005952,U0411,R0179,2025-11-21T13:13:00,742.0,4,1
FO005953,U0468,R0091,2026-02-04T12:06:00,615.0,0,1
FO005954,U0465,R0088,2025-12-08T20:40:00,617.0,5,5
FO005955,U0066,R0147,2025-10-21T23:38:00,615.0,0,5
FO005956,U0194,R0159,2026-03-18T11:15:00,365.0,0,4
FO005957,U0329,R0106,2025-12-21T12:01:00,736.0,5,3
FO005958,U0293,R0077,2026-02-16T19:01:00,731.0,0,1
FO005959,U0215,R0133,2025-10-04T11:21:00,726.0,5,2
FO005960,U0379,R0106,2025-10-05T13:13:00,526.0,3,2
FO005961,U0335,R0068,2026-03-05T12:03:00,102.0,4,4
FO005962,U0017,R0029,2026-01-04T12:51:00,541.0,5,1
FO005963,U0183,R0056,2025-11-15T19:27:00,622.0,3,5
FO005964,U0279,R0189,2026-02-21T21:52:00,778.0,0,3
FO005965,U0305,R0126,2025-10-12T13:35:00,718.0,3,3
FO005966,U0182,R0024,2026-03-24T21:13:00,214.0,3,1
FO005967,U0431,R0085,2026-03-13T17:06:00,156.0,5,5
FO005968,U0104,R0094,2025-11-20T21:00:00,264.0,5,5
FO005969,U0037,R0177,2026-01-10T20:31:00,408.0,0,5
FO005970,U0444,R0173,2026-01-01T20:58:00,683.0,5,5
FO005971,U0435,R0096,2026-02-13T09:16:00,587.0,0,5
FO005972,U0133,R0036,2026-03-01T20:43:00,562.0,4,2
FO005973,U0167,R0198,2026-02-16T18:30:00,460.0,0,5
FO005974,U0366,R0139,2025-10-12T11:13:00,417.0,0,1
FO005975,U0078,R0013,2026-01-03T21:36:00,550.0,3,5
FO005976,U0181,R0052,2026-03-27T13:33:00,421.0,4,1
FO005977,U0411,R0048,2025-12-05T19:44:00,558.0,3,1
FO005978,U0163,R0014,2025-10-19T12:45:00,691.0,4,1
FO005979,U0253,R0008,2025-10-01T13:32:00,674.0,3,1
FO005980,U0370,R0197,2025-11-04T21:16:00,454.0,0,1
FO005981,U0447,R0185,2026-02-27T13:10:00,323.0,0,5
FO005982,U0197,R0037,2025-12-22T21:05:00,290.0,0,2
FO005983,U0339,R0183,2026-03-27T22:03:00,144.0,5,1
FO005984,U0313,R0048,2026-03-19T13:09:00,512.0,0,4
FO005985,U0412,R0110,2025-10-29T13:32:00,779.0,0,3
FO005986,U0384,R0180,2025-10-10T21:21:00,750.0,0,4
FO005987,U0416,R0019,2025-11-03T19:45:00,495.0,4,1
FO005988,U0469,R0179,2026-03-13T11:04:00,215.0,0,2
FO005989,U0356,R0005,2025-11-01T20:52:00,367.0,3,4
FO005990,U0333,R0118,2025-12-02T20:46:00,553.0,0,4
FO005991,U0258,R0078,2025-10-26T13:18:00,375.0,0,2
FO005992,U0410,R0129,2025-10-06T16:42:00,522.0,0,3
FO005993,U0102,R0131,2026-03-22T08:21:00,611.0,3,1
FO005994,U0314,R0195,2025-12-09T21:04:00,405.0,0,4
FO005995,U0078,R0084,2026-01-23T11:01:00,590.0,4,2
FO005996,U0239,R0073,2025-11-01T19:37:00,156.0,3,4
FO005997,U0463,R0146,2026-02-08T10:23:00,338.0,0,5
FO005998,U0159,R0151,2025-12-31T19:10:00,536.0,3,2
FO005999,U0320,R0081,2025-11-05T19:12:00,190.0,3,2
FO006000,U0135,R0198,2026-02-12T21:42:00,220.0,4,1
FO006001,U0339,R0041,2025-10-06T10:41:00,750.0,0,4
FO006002,U0160,R0198,2025-10-28T12:46:00,284.0,0,3
FO006003,U0320,R0085,2026-02-03T11:15:00,175.0,3,4
FO006004,U0070,R0184,2026-01-04T12:03:00,719.0,3,1
FO006005,U0112,R0004,2025-10-04T12:04:00,297.0,3,3
FO006006,U0094,R0021,2025-12-12T21:30:00,452.0,5,1
FO006007,U0493,R0095,2025-12-25T20:08:00,617.0,4,4
FO006008,U0012,R0169,2025-11-02T21:19:00,494.0,4,5
FO006009,U0478,R0166,2026-01-30T21:33:00,756.0,5,2
FO006010,U0179,R0103,2026-03-21T21:49:00,314.0,0,2
FO006011,U0178,R0003,2026-01-23T13:39:00,536.0,4,2
FO006012,U0358,R0114,2026-01-12T20:26:00,454.0,0,4
FO006013,U0057,R0027,2026-03-07T23:20:00,133.0,5,3
FO006014,U0325,R0047,2025-11-02T11:09:00,719.0,5,4
FO006015,U0417,R0002,2025-12-12T21:23:00,752.0,5,2
FO006016,U0120,R0166,2025-11-05T20:05:00,666.0,0,2
FO006017,U0057,R0104,2025-10-20T19:47:00,704.0,5,4
FO006018,U0157,R0173,2025-12-18T21:37:00,441.0,4,1
FO006019,U0057,R0154,2026-02-12T18:57:00,148.0,0,1
FO006020,U0189,R0126,2026-02-17T12:15:00,508.0,0,4
FO006021,U0060,R0082,2026-03-15T20:25:00,107.0,4,3
FO006022,U0066,R0053,2026-01-12T17:21:00,658.0,4,3
FO006023,U0364,R0096,2026-02-26T22:04:00,669.0,4,5
FO006024,U0254,R0088,2025-10-07T11:22:00,552.0,4,1
FO006025,U0034,R0127,2026-02-13T13:17:00,134.0,0,4
FO006026,U0422,R0066,2026-02-08T12:17:00,315.0,0,4
FO006027,U0311,R0052,2026-01-12T11:18:00,317.0,5,4
FO006028,U0402,R0188,2026-01-26T20:33:00,153.0,0,5
FO006029,U0086,R0189,2026-02-03T15:18:00,677.0,4,3
FO006030,U0301,R0106,2026-01-21T17:23:00,590.0,4,2
FO006031,U0354,R0062,2026-03-14T11:40:00,462.0,5,5
FO006032,U0053,R0081,2026-01-15T13:07:00,674.0,5,3
FO006033,U0141,R0160,2026-03-12T21:28:00,518.0,5,1
FO006034,U0370,R0117,2026-03-03T09:30:00,725.0,5,1
FO006035,U0426,R0079,2026-03-11T13:13:00,119.0,0,1
FO006036,U0248,R0050,2025-10-27T16:06:00,206.0,0,3
FO006037,U0300,R0044,2025-10-28T20:40:00,488.0,4,4
FO006038,U0353,R0032,2025-12-06T13:21:00,652.0,5,2
FO006039,U0167,R0026,2026-02-05T21:34:00,349.0,3,2
FO006040,U0472,R0166,2026-01-12T12:48:00,715.0,3,2
FO006041,U0224,R0078,2025-11-09T12:50:00,208.0,0,2
FO006042,U0026,R0070,2025-10-19T13:57:00,500.0,0,4
FO006043,U0082,R0096,2025-12-27T11:53:00,713.0,0,3
FO006044,U0262,R0118,2026-01-16T19:28:00,765.0,4,2
FO006045,U0191,R0008,2025-10-15T12:07:00,614.0,3,4
FO006046,U0368,R0159,2025-11-19T09:23:00,613.0,4,3
FO006047,U0021,R0101,2026-02-23T21:07:00,571.0,5,3
FO006048,U0468,R0138,2026-02-11T21:22:00,189.0,4,3
FO006049,U0297,R0067,2025-10-19T21:01:00,660.0,5,2
FO006050,U0016,R0137,2026-02-23T19:47:00,124.0,0,4
FO006051,U0073,R0062,2025-11-17T13:07:00,588.0,5,4
FO006052,U0161,R0031,2026-03-04T20:50:00,225.0,4,4
FO006053,U0014,R0086,2026-02-11T12:05:00,765.0,5,2
FO006054,U0138,R0045,2025-11-15T11:57:00,301.0,0,1
FO006055,U0477,R0116,2026-01-26T12:35:00,427.0,4,5
FO006056,U0445,R0085,2026-02-07T21:25:00,441.0,3,2
FO006057,U0276,R0186,2026-01-10T19:49:00,374.0,5,4
FO006058,U0341,R0135,2026-01-24T09:07:00,173.0,5,2
FO006059,U0016,R0167,2025-12-29T20:09:00,761.0,4,2
FO006060,U0186,R0042,2025-11-07T19:21:00,131.0,3,5
FO006061,U0410,R0007,2026-01-10T21:11:00,285.0,4,5
FO006062,U0204,R0140,2025-12-04T13:54:00,177.0,5,2
FO006063,U0214,R0026,2026-01-10T19:20:00,542.0,0,4
FO006064,U0299,R0063,2025-11-20T20:30:00,139.0,0,3
FO006065,U0343,R0097,2025-10-20T09:19:00,432.0,4,1
FO006066,U0025,R0038,2026-03-06T19:16:00,306.0,4,1
FO006067,U0387,R0067,2025-11-20T11:10:00,533.0,4,4
FO006068,U0473,R0008,2025-12-24T13:26:00,645.0,5,2
FO006069,U0121,R0115,2025-11-17T16:25:00,567.0,5,3
FO006070,U0413,R0101,2025-10-03T13:55:00,160.0,4,5
FO006071,U0016,R0103,2025-12-21T15:11:00,703.0,5,4
FO006072,U0248,R0154,2025-10-19T10:52:00,444.0,3,1
FO006073,U0092,R0088,2026-03-04T22:11:00,658.0,4,1
FO006074,U0207,R0152,2025-12-14T12:08:00,716.0,4,2
FO006075,U0473,R0089,2025-12-03T11:35:00,410.0,5,4
FO006076,U0494,R0099,2025-10-23T13:43:00,439.0,0,3
FO006077,U0441,R0093,2026-02-11T15:27:00,403.0,4,5
FO006078,U0286,R0055,2025-11-30T17:03:00,460.0,5,2
FO006079,U0241,R0130,2025-11-25T21:07:00,346.0,5,5
FO006080,U0093,R0099,2026-01-15T19:41:00,462.0,4,1
FO006081,U0246,R0150,2026-01-03T12:03:00,118.0,0,2
FO006082,U0248,R0093,2025-10-04T21:26:00,561.0,0,3
FO006083,U0240,R0001,2026-03-08T11:15:00,726.0,4,1
FO006084,U0135,R0036,2026-03-24T19:18:00,415.0,0,4
FO006085,U0423,R0145,2025-11-28T21:09:00,580.0,5,5
FO006086,U0318,R0071,2026-02-24T12:31:00,676.0,5,2
FO006087,U0312,R0063,2025-12-03T14:09:00,626.0,0,4
FO006088,U0089,R0131,2025-10-22T19:39:00,452.0,5,4
FO006089,U0471,R0019,2026-03-20T20:51:00,454.0,5,1
FO006090,U0307,R0136,2026-02-21T16:01:00,537.0,0,4
FO006091,U0370,R0045,2026-01-21T13:49:00,311.0,5,2
FO006092,U0095,R0123,2026-01-01T12:24:00,442.0,5,2
FO006093,U0353,R0180,2026-02-01T12:06:00,660.0,3,2
FO006094,U0074,R0081,2025-10-13T20:39:00,706.0,0,2
FO006095,U0290,R0113,2025-12-04T11:45:00,566.0,3,1
FO006096,U0216,R0001,2026-02-17T13:53:00,515.0,3,1
FO006097,U0115,R0051,2026-02-26T21:00:00,765.0,3,4
FO006098,U0165,R0038,2026-03-14T19:47:00,313.0,4,1
FO006099,U0499,R0174,2025-10-24T12:58:00,728.0,5,1
FO006100,U0232,R0039,2025-11-19T11:37:00,597.0,4,3
FO006101,U0498,R0102,2025-12-24T09:49:00,388.0,0,4
FO006102,U0297,R0177,2026-03-20T18:57:00,651.0,4,4
FO006103,U0451,R0188,2026-01-16T13:22:00,534.0,5,5
FO006104,U0038,R0152,2026-01-06T21:37:00,410.0,0,2
FO006105,U0070,R0050,2026-01-05T13:36:00,596.0,5,3
FO006106,U0351,R0026,2025-12-14T21:00:00,617.0,0,3
FO006107,U0498,R0039,2025-12-15T19:09:00,401.0,0,4
FO006108,U0239,R0120,2025-12-09T16:09:00,227.0,0,2
FO006109,U0348,R0077,2025-11-03T11:51:00,602.0,4,4
FO006110,U0098,R0131,2025-10-24T21:36:00,120.0,0,3
FO006111,U0227,R0052,2025-10-27T11:02:00,563.0,4,3
FO006112,U0276,R0060,2026-02-21T20:47:00,244.0,0,4
FO006113,U0051,R0006,2025-12-16T21:20:00,161.0,0,3
FO006114,U0332,R0109,2025-11-21T17:14:00,146.0,4,1
FO006115,U0309,R0172,2026-03-11T20:14:00,751.0,0,3
FO006116,U0133,R0114,2026-03-10T13:55:00,282.0,0,2
FO006117,U0479,R0163,2026-03-12T12:20:00,312.0,4,4
FO006118,U0278,R0146,2025-11-06T12:02:00,379.0,4,2
FO006119,U0291,R0165,2026-03-01T16:21:00,641.0,5,1
FO006120,U0088,R0131,2025-12-17T11:43:00,490.0,4,1
FO006121,U0387,R0144,2026-03-19T11:27:00,620.0,3,3
